GEO,CSDUID,Indigenous identity,Single Indigenous responses,First Nations,Métis,Inuit,Multiple Indigenous responses,Indigenous responses nie,Non-Indigenous identity
Rocky Point 3,1102030,77.8,77.8,77.8,0,0,0,0,22.2
Victoria,1102032,0,0,0,0,0,0,0,92
Crapaud,1102034,0,0,0,0,0,0,0,100
Darlington,1102035,0,0,0,0,0,0,0,100
Clyde River,1102037,2.4,2.4,2.4,0,0,0,0,97.6
Miltonvale Park,1102040,2.2,2.2,0.9,1.8,0,0,0,98.2
Hunter River,1102043,0,0,0,0,0,0,0,100
"Stanley Bridge, Hope River, Bayview, Cavendish and North Rustico",1102045,0,0,0,0,0,0,0,100
North Rustico,1102046,2.5,2.5,1.6,0,0,0,0,98.4
Union Road,1102050,0,0,0,0,0,0,0,100
Breadalbane,1102051,0,0,0,0,0,0,0,100
Brackley,1102055,0,0,0,0,0,0,0,99.2
Scotchfort 4,1102057,83,83,83,0,0,0,0,17
Mount Stewart,1102059,0,0,0,0,0,0,0,97.9
York,1102061,0,0,0,0,0,0,0,100
"East River, Part 1",1102064,3.5,3.1,1.8,1.1,0,0,0.4,96.5
"Kensington, Part 2",1102066,0,0,0,0,0,0,0,100
North Shore,1102067,1,0.8,0,0.6,0,0,0,99
West River,1102068,2.4,2.4,1.2,1,0,0,0,97.6
Winsloe North,1102069,0,0,0,0,0,0,0,97
Warren Grove,1102070,0,0,0,0,0,0,0,100
New London,1102071,1.4,1,0,0.7,0,0,0,98.6
North River,1102072,14.3,0,0,0,0,0,0,85.7
North Shore,1102073,3.1,3.1,2.4,0,0,0,0,97.3
Charlottetown,1102075,2,1.9,1.3,0.5,0.1,0,0.1,98
Stratford,1102080,1.5,1.5,1,0.4,0.1,0,0,98.5
Cornwall,1102085,1.6,1.3,0.8,0.5,0,0,0,98.4
Borden,1103002,2,2,2,0,0,0,0,98
Kinkora,1103003,0.8,0,0,0,0,0,0,99.6
"Crapaud, Part 2",1103004,0,0,0,0,0,0,0,100
Borden-Carleton,1103005,1.6,1.6,0,1.6,0,0,0,97.8
Malpeque Bay,1103007,1.7,0.8,0,0,0,0,1.3,97.9
Kinkora,1103008,0,0,0,0,0,0,0,100
Kensington,1103014,2.5,2.5,0.8,1.4,0,0,0,97.5
Bedeque and Area,1103015,0,0,0,0,0,0,0,100
Sherbrooke,1103018,0,0,0,0,0,0,0,100
Wellington,1103020,2.8,2.5,2.5,0,0,0,0,97.2
Tyne Valley,1103021,0,0,0,0,0,0,0,97.5
St. Nicholas,1103022,0,0,0,0,0,0,0,97.4
Linkletter,1103023,0,0,0,0,0,0,0,100
Miscouche,1103024,0,0,0,0,0,0,0,99.5
Summerside,1103025,2.1,1.9,0.9,0.7,0.3,0.1,0.2,97.9
Abram-Village,1103027,4.3,4.3,4.3,0,0,0,0,97.1
Wellington,1103029,0,0,0,0,0,0,0,100
Tyne Valley,1103033,0,0,0,0,0,0,0,100
Lennox Island 1,1103035,88.5,88.5,88.5,0,0,0,0,11.5
Lot 11 and Area,1103039,3.9,3.9,2.9,0,0,0,0,96.1
Miscouche,1103040,1.2,1.2,0,0,0,0,0,98.8
O'Leary,1103042,0,0,0,0,0,0,0,99.4
Central Prince,1103043,0,0,0,0,0,0,0,99.6
Northport,1103050,0,0,0,0,0,0,0,100
Alberton,1103052,1.3,1.3,0.9,0,0,0,0,98.7
St. Felix,1103053,3.6,3.6,3.6,0,0,0,0,98.2
Greenmount-Montrose,1103055,0,0,0,0,0,0,0,98.4
St. Louis,1103057,0,0,0,0,0,0,0,100
Tignish,1103059,4.1,4.1,4.1,0,0,0,0,95.9
Tignish Shore,1103060,0,0,0,0,0,0,0,100
Tignish,1103061,1.1,0,0,0,0,0,0.6,98.6
Miminegash,1103062,0,0,0,0,0,0,0,100
Miminegash,1103063,0,0,0,0,0,0,0,99.5
Alberton,1103064,2.2,2.2,0.4,1.6,0,0,0,97.5
O'Leary,1103065,3.1,2.7,2.3,0.4,0,0,0,97.1
West Point,1103066,0,0,0,0,0,0,0,100
"Kensington, Part 1",1103067,1.6,1.6,0.5,1,0,0,0,98.5
Victoria,1103068,0,0,0,0,0,0,0,100
Barrington,1201001,9.1,8.9,1.9,6.9,0,0,0.2,90.9
Clark's Harbour,1201004,8.3,6.9,3.4,2.8,0,0,1.4,91.7
Shelburne,1201006,7.1,7,2.9,4.1,0,0,0,92.9
Shelburne,1201008,9.2,7.1,3.1,4,0,1.8,0.6,90.8
Lockeport,1201009,4.7,4.7,0,2.3,0,0,0,95.3
Argyle,1202001,24.8,24.5,0.8,23.6,0,0.1,0.2,75.3
Yarmouth,1202004,15.8,15.5,1.8,13.3,0.4,0.2,0.2,84.2
Yarmouth,1202006,14.3,14,2.9,11,0.2,0.3,0,85.7
Yarmouth 33,1202040,88.9,83.3,83.3,5.6,0,0,0,13.9
Clare,1203001,17.3,16.9,1.1,15.8,0,0.3,0,82.7
Digby,1203004,7.7,7.5,2.1,5.3,0,0.1,0,92.3
Digby,1203006,8.2,7.9,3.7,4.2,0,0,0,91.6
Bear River (Part) 6,1203009,67.9,67.9,67.9,0,0,0,0,28.6
Medway River 11,1204001,,,,,,,,
Ponhook Lake 10,1204009,,,,,,,,
Queens,1204010,10,9.5,6.4,3.1,0,0.1,0.3,90.1
Wildcat 12,1204015,80,80,80,0,0,0,0,20
"Annapolis, Subd. D",1205001,4.4,4.4,2.6,2,0,0,0,95.6
Bear River (Part) 6,1205002,,,,,,,,
"Annapolis, Subd. A",1205004,2.9,2.8,1.7,1.1,0,0,0,97
Bear River 6B,1205006,,,,,,,,
Annapolis Royal,1205008,2,2,0,2,0,0,0,98
"Annapolis, Subd. B",1205009,2.9,2.8,1.4,1.1,0.3,0,0,97.1
"Annapolis, Subd. C",1205014,6.1,6,4.2,1.7,0,0,0,93.8
Middleton,1205016,5.2,5.2,2.2,2.7,0,0,0,94.8
Lunenburg,1206001,3.4,3.3,1.9,1.4,0,0,0.1,96.6
Bridgewater,1206004,4.3,4.2,2.4,1.8,0,0,0,95.7
Lunenburg,1206006,1.4,1.4,0.5,0.9,0,0,0,98.9
Mahone Bay,1206008,6,6,3,3.5,0,0,0,94
Chester,1206009,5.1,4.9,3.1,1.8,0,0,0.2,94.8
Gold River 21,1206011,81.3,81.3,81.3,0,0,0,0,25
Pennal 19,1206014,,,,,,,,
New Ross 20,1206016,,,,,,,,
"Kings, Subd. A",1207001,4.7,4.2,2.5,1.7,0.1,0.2,0.3,95.3
Annapolis Valley First Nation,1207002,25,24.3,20.3,3.4,0,0,1.4,74.3
Berwick,1207004,4.1,3.9,1.1,2.8,0,0,0,96.1
"Kings, Subd. C",1207011,4.4,4.1,1.9,2,0.2,0.2,0,95.6
Kentville,1207012,4.5,4.4,2.7,1.5,0.2,0,0,95.5
"Kings, Subd. B",1207016,4.8,4.4,2.2,2,0.3,0.2,0.1,95.2
"Kings, Subd. D",1207021,3.1,3.1,2,1,0,0,0,96.9
Wolfville,1207024,4.4,4.1,2.7,1.2,0.2,0,0.3,95.6
Glooscap 35,1207027,78.3,78.3,78.3,0,0,0,0,21.7
West Hants,1208003,3.1,2.9,1.4,1.3,0.1,0.1,0.1,96.9
East Hants,1208008,4.3,4.2,2.3,1.8,0.2,0,0,95.7
Indian Brook 14,1208014,42.9,41.8,41.2,0,0.4,0,0.9,56.9
Cole Harbour 30,1209019,21.4,16.7,16.7,0,0,0,0,78.6
Halifax,1209034,3.8,3.6,1.9,1.6,0.1,0.1,0.1,96.2
Beaver Lake 17,1209037,,,,,,,,
Sheet Harbour 36,1209038,,,,,,,,
Wallace Hills 14A,1209800,,,,,,,,
"Colchester, Subd. C",1210001,4.5,4.4,3.5,0.8,0.1,0,0.1,95.4
Stewiacke,1210002,6.1,5.7,4.8,1.3,0,0,0,93.6
Millbrook 27,1210003,90.1,87.2,87.2,0,0,0,2.3,9.9
Truro,1210006,4.4,4.2,3.2,1,0,0.1,0.2,95.6
"Colchester, Subd. B",1210008,3.5,3.4,2.1,1.1,0.2,0,0.1,96.5
"Colchester, Subd. A",1210012,3.1,3,1.8,1.4,0,0,0,96.9
"Cumberland, Subd. A",1211001,1.7,1.4,0.6,0.6,0,0,0,98.3
"Cumberland, Subd. B",1211006,2.8,2.5,1.3,1.1,0,0,0.2,97.2
"Cumberland, Subd. C",1211009,2.2,2.2,1.2,0.9,0,0,0,97.8
Amherst,1211011,3,2.8,1.6,1,0,0,0,97
Oxford,1211012,2.6,1.7,1.7,0,0,0,0,97.8
"Cumberland, Subd. D",1211014,3.4,3.3,1,2.2,0,0,0,96.4
"Pictou, Subd. A",1212001,1.8,1.5,0.7,0.8,0,0,0.2,98.1
Pictou,1212004,5.5,5.2,3.2,1.8,0,0,0,94.5
"Pictou, Subd. B",1212006,2.9,2.7,0.8,1.8,0.2,0,0.2,97.2
Westville,1212008,3.3,3.3,1.1,2.1,0,0,0,96.7
Stellarton,1212009,2,2,1.8,0.4,0,0,0,97.9
"Pictou, Subd. C",1212011,2.2,2,0.7,1.4,0,0,0.1,98
New Glasgow,1212014,3.2,3,1.5,1.4,0.2,0,0,96.8
Trenton,1212016,3.4,2.5,0.8,1.5,0,0,0.6,96.8
Fisher's Grant 24,1212019,87.9,87.9,87.9,0,0,0,2.2,12.1
Merigomish Harbour 31,1212023,,,,,,,,
St. Mary's,1213001,4.5,4.5,1.7,2.6,0,0,0,95.5
Guysborough,1213004,6.5,6.3,1.4,4.9,0,0,0.3,93.5
Mulgrave,1213008,5.5,4.7,0,4.7,0,0,0,93.7
"Antigonish, Subd. A",1214001,3.4,3.3,0.9,2.3,0.2,0,0.1,96.6
Antigonish,1214002,4,3.8,1.3,2.4,0,0,0,96
"Antigonish, Subd. B",1214006,10.8,10.4,2.4,7.9,0,0,0.3,89.3
Paqtnkek-Niktuek No. 23,1214010,93.3,93.3,93.3,0,0,0,0,5.3
"Inverness, Subd. C",1215001,3.1,3.1,1.1,1.6,0,0,0,96.9
Port Hawkesbury,1215002,3.5,2.5,1.9,0.3,0,0,1,96.3
Malagawatch 4,1215005,,,,,,,,
"Inverness, Subd. B",1215006,2,2,0.7,0.9,0,0,0,97.9
Whycocomagh 2,1215008,97.7,97.1,97.1,0,0,0,0,2.3
"Inverness, Subd. A",1215011,7.7,7.7,0.3,7.3,0,0,0,92.3
"Richmond, Subd. C",1216001,14.5,14.3,0.5,13.8,0,0,0,85.3
"Richmond, Subd. A",1216006,9,8.7,3.1,5.4,0,0,0.4,90.9
"Richmond, Subd. B",1216011,7.5,7.5,1.2,5.3,0,0,0,92.5
Chapel Island 5,1216014,95.1,91.4,91.4,0,0,0,3.7,4.9
Membertou 28B,1217008,91,90.1,90.1,0,0,0,0.9,9.5
Eskasoni 3,1217020,98.9,97.7,97.4,0.3,0,0,0.9,1
Cape Breton,1217030,3.2,3,1.6,1.3,0.1,0.1,0.1,96.8
"Victoria, Subd. B",1218001,4,3.6,2.9,0.6,0,0,0.3,96.1
Wagmatcook 1,1218003,95.7,93.5,93.5,0,0,0,1.4,4.3
"Victoria, Subd. A",1218006,4,3.8,1.1,0.8,1.9,0,0,96
Saint Martins,1301001,5.6,5.6,1.6,3.6,0,0,0,94.4
St. Martins,1301002,12.5,12.5,0,12.5,0,0,0,89.6
Simonds,1301004,3.5,3.5,1.2,2.4,0,0,0,96.5
Saint John,1301006,2.8,2.5,1.7,0.7,0.1,0,0.2,97.2
Musquash,1301016,1.6,0,0,0,0,0,0,98
Grand Manan,1302001,0,0,0,0,0,0,0,95
Campobello Island,1302004,1.1,1.1,1.1,0,0,0,0,99.5
West Isles,1302006,4.1,2.7,2.7,0,0,0,0,95.3
Lepreau,1302008,2.5,2.5,2.5,0,0,0,0,97.5
Pennfield,1302011,3,2.5,1.1,1.4,0,0,0,97.3
Blacks Harbour,1302012,2.7,2.7,1.6,0,0,0,0,96.7
Clarendon,1302014,0,0,0,0,0,0,0,100
Saint George,1302016,3,2.8,1.8,1,0,0,0,97
St. George,1302018,2.6,2.6,1.6,1,0,0,0,97.7
Saint Patrick,1302021,4.7,4.7,3.9,0,0,0,0,95.3
Saint Andrews,1302024,1.8,1.8,1.8,0,0,0,0,97.4
Saint Andrews,1302026,2.4,1.8,1.3,0,0,0,0,97.9
Saint Croix,1302028,0,0,0,0,0,0,0,100
Dufferin,1302031,0,0,0,0,0,0,0,99.1
Saint Stephen,1302034,2.4,2.4,1.8,0.6,0,0,0,97.6
St. Stephen,1302037,2.3,2.3,0.8,1.5,0,0,0,97.7
Saint James,1302039,7.8,7.8,6.3,1.9,0,0,0,92.2
Saint David,1302042,3.4,3.4,2.4,0,0.7,0,0,96.6
Dumbarton,1302044,0,0,0,0,0,0,0,100
Grand Manan,1302052,3.5,3.5,3.3,0,0,0,0,96.5
Blissville,1303001,1.3,1.3,0,0,0,0,0,98.7
Gladstone,1303004,0,0,0,0,0,0,0,97.9
Tracy,1303005,11.5,11.5,7.4,3.3,0,0,0,88.5
Fredericton Junction,1303006,0,0,0,0,0,0,0,100
Lincoln,1303008,5.5,5.5,3,2.3,0.3,0,0,94.4
Burton,1303011,6.9,6.7,5,1.5,0.2,0,0,93.1
Oromocto,1303012,4.3,4.1,2.6,1.1,0.3,0.1,0.1,95.8
Oromocto 26,1303013,86.4,83.1,84.7,3.4,0,0,3.4,13.6
Sheffield,1303014,2.8,2.8,2.8,0,0,0,0,96.6
Maugerville,1303016,4,4,2.5,1.1,0,0,0,96
Northfield,1303018,1.9,1.9,0,1.9,0,0,0,98.1
Petersville,1304001,3.5,3.5,2.8,0,0,0,0,97.2
Gagetown,1304004,5.6,5.6,5.6,0,0,0,0,95.8
Gagetown,1304005,4.7,3.1,2.4,0,0,0,0,96.1
Hampstead,1304006,0,0,0,0,0,0,0,100
Wickham,1304008,0,0,0,0,0,0,0,100
Cambridge,1304011,5,5,0,2,0,0,0,95
Cambridge-Narrows,1304013,0,0,0,0,0,0,0,100
Johnston,1304014,0,0,0,0,0,0,0,97.3
Brunswick,1304016,4.8,4.8,4.8,0,0,0,0,95.2
Waterborough,1304018,0,0,0,0,0,0,0,98.3
Canning,1304021,1.5,1.5,0,1,0,0,0,99
Minto,1304022,2.3,1.8,0.9,0.7,0,0,0.5,97.5
Chipman,1304024,2.7,2.7,1.1,1.1,0,0,0,97.9
Chipman,1304025,1.7,1.7,0,0.8,0,0,0,98.3
Hammond,1305001,4.8,0,0,0,0,0,0,95.2
Upham,1305004,5.9,5.5,3.3,1.8,0,0,0,93.8
Hampton,1305006,2,2,1.5,0,0,0,0,98
Hampton,1305007,2.4,2.4,1.7,0.7,0,0,0,97.6
Rothesay,1305008,3.5,3.5,0,0,0,0,0,96.5
Westfield,1305011,1.4,1.2,1,0.5,0,0,0,98.3
Kingston,1305014,3,2.4,2,0,0,0,0.5,96.7
Grand Bay-Westfield,1305015,2,2,1.1,0.8,0,0,0,98
Norton,1305016,2.7,2.7,0,2.3,0,0,0,97.3
Norton,1305018,2.9,2.9,2.5,0,0,0,0,96.8
Sussex,1305021,1.6,1.6,1.6,0,0,0,0,98.2
Sussex,1305022,2.1,2.1,0.8,1.2,0,0,0,98
Sussex Corner,1305023,1.7,1.4,1,0,0,0,0,98.3
Waterford,1305024,2.2,2.2,0,2.2,0,0,0,98.9
Cardwell,1305026,1.4,1.4,1.1,0,0,0,0,97.8
Havelock,1305028,0,0,0,0,0,0,0,99
Studholm,1305031,2.3,1.5,1.3,0,0,0,0.7,97.7
Springfield,1305034,1.5,1.2,0.6,0,0,0,0,98.5
Kars,1305036,0,0,0,0,0,0,0,98.2
Greenwich,1305038,4.8,1.4,1.4,0,0,0,0,95.2
Rothesay,1305045,2,1.8,1,0.8,0,0,0.1,98
Quispamsis,1305057,1.5,1.5,0.7,0.6,0.1,0,0,98.5
Hopewell,1306001,1.7,1.7,1.7,0,0,0,0,97.4
Riverside-Albert,1306003,0,0,0,0,0,0,0,96.1
Harvey,1306004,0,0,0,0,0,0,0,100
Alma,1306006,0,0,0,0,0,0,0,96.4
Alma,1306007,,,,,,,,
Elgin,1306008,1.9,1.9,1.9,0,0,0,0,97.7
Hillsborough,1306011,1.8,1.8,0,0,0,0,0,98.2
Coverdale,1306014,2.1,2,1.4,0.6,0,0,0,97.9
Riverview,1306020,1.9,1.9,1.2,0.6,0,0,0,98.1
Hillsborough,1306025,1.5,1.5,0,0,0,0,0,98.5
Westmorland,1307001,4.6,4.6,4.1,0,0,0,0,95.9
Port Elgin,1307002,16.4,16.4,0,16.4,0,0,0,84.9
Botsford,1307004,1.4,1.4,0,0,0,0,0,99.1
Beaubassin East,1307005,1.5,1.5,0.6,0.9,0,0,0,98.4
Cap-Pelé,1307007,2.5,2.3,0.6,1.7,0,0,0,97.7
Sackville,1307008,1.2,1.2,0,0,0,0,0,98.3
Sackville,1307009,2.3,2.1,0.7,0.6,0.8,0,0,97.8
Dorchester,1307011,0,0,0,0,0,0,0,98.9
Dorchester,1307012,7.1,7.1,0,7.1,0,0,0,91.8
Memramcook,1307013,4.3,4.1,2.3,1.7,0,0,0,95.7
Fort Folly 1,1307014,,,,,,,,
Shediac,1307016,3.1,2.9,0.8,2.1,0,0,0.2,97
Moncton,1307019,2.4,2.2,1,1.2,0.1,0,0,97.6
Moncton,1307022,2.7,2.6,1.4,1.1,0.1,0,0.1,97.3
Salisbury,1307024,1.5,1.5,0.9,0.3,0,0,0,98.3
Salisbury,1307028,2.4,2.4,1.3,0.6,0,0,0,97.6
Petitcodiac,1307029,4.5,3.8,3.8,0,0,0,0.7,95.9
Dieppe,1307045,2.7,2.6,1,1.6,0.1,0,0,97.4
Shediac,1307052,2,2,0.9,1.1,0,0,0,98
Dundas,1308001,4.1,3.9,1.6,2.4,0,0,0,95.8
Cocagne,1308002,3.5,3.5,1.7,2.2,0,0,0,96.3
Buctouche 16,1308003,85,80,80,0,0,0,0,15
Wellington,1308004,2.8,2.6,0.8,1.8,0,0,0,97.1
Bouctouche,1308005,2.4,2.4,0.9,1.5,0,0,0,97.6
Saint Mary,1308006,2.3,2.3,0.5,1.5,0,0,0,97.5
Saint-Antoine,1308007,3.8,3.8,0,3.5,0,0,0,96.2
Saint-Paul,1308008,0,0,0,0,0,0,0,98.9
Harcourt,1308010,11.8,11.8,11.8,0,0,0,0,86.3
Huskisson,1308012,,,,,,,,
Weldford,1308014,6.7,6.7,4.9,1.5,0,0,0,92.9
Richibucto 15,1308015,96.4,96.1,96.1,0,0,0.5,0,3.4
Richibucto,1308016,11.5,11.5,8.7,3.1,0,0,0,88.2
Rexton,1308017,8.4,8.4,6.1,2.2,0,0,0,92.2
Richibucto,1308018,12.7,11.6,10.1,1.5,0,0,1.1,87.3
Saint-Charles,1308019,14.8,14.3,4.9,9.6,0,0,0,85.2
Indian Island 28,1308020,87.5,87.5,87.5,0,0,0,0,8.3
Saint-Louis,1308021,11.4,11.4,1.5,9.6,0,0,0,88.3
Saint-Louis de Kent,1308022,9.2,9.2,3.1,5.6,0,0,0,91.3
Acadieville,1308024,2.7,2,0,2,0,0,0,97.3
Carleton,1308026,7.6,7.6,1.4,6.9,0,0,0,91.7
Hardwicke,1309001,9.3,9.3,2.8,4.6,0,0,0,90.5
Glenelg,1309004,5.2,5.2,1,3.6,1,0,0,94.8
Chatham,1309006,2.9,2.9,0,0,0,0,0,98
Renous 12,1309010,,,,,,,,
Derby,1309011,3.4,3.4,1.7,2.2,0,0,0,96.6
Nelson,1309014,3.1,2.6,2.6,0,0,0,0,96.9
Rogersville,1309016,4.3,3.4,1.4,2.4,0,0,1,96.2
Rogersville,1309017,5,4.1,0,3.7,0,0,0,95.4
Blackville,1309018,0,0,0,0,0,0,0,99.7
Blackville,1309019,1.1,1.1,1.1,0,0,0,0,98.9
Blissfield,1309021,0,0,0,0,0,0,0,98
Doaktown,1309022,3,3,2.4,0,0,0,0,97
Red Bank 4,1309023,90,88.8,88.8,0,0,0,0,10
Southesk,1309026,1.5,1.5,1.2,0,0,0,0,98.5
Upper Miramichi,1309027,6.8,6.8,6.5,0.5,0,0,0,93.2
Northesk,1309028,3.5,3.2,2.3,0.9,0,0,0,96.5
Newcastle,1309031,7.5,7.5,3.5,3.9,0,0,0,92.5
Big Hole Tract 8 (North Half),1309033,,,,,,,,
Big Hole Tract 8 (South Half),1309034,,,,,,,,
Eel Ground 2,1309035,85.3,85.3,83.5,0,0,0,0,13.8
Alnwick,1309036,4.7,4.5,2.1,2.1,0,0,0,95.3
Neguac,1309038,10.4,10.1,6.6,3.2,0,0,0,89.9
Esgenoôpetitj 14,1309044,94.3,93.4,92.2,0,0.8,0,1.6,5.7
Tabusintac 9,1309047,,,,,,,,
Miramichi,1309050,4.9,4.7,2.9,1.8,0,0.1,0.1,95.1
New Maryland,1310001,4.1,4.1,2.7,1.3,0,0,0,95.9
New Maryland,1310002,2,1.7,0.7,0.7,0,0,0.2,97.8
Manners Sutton,1310004,3.9,3.1,2.9,0,0,0,0.5,96.4
Harvey,1310005,0,0,0,0,0,0,0,100
McAdam,1310006,2.2,2.2,0,2.2,0,0,0,97.4
McAdam,1310007,0,0,0,0,0,0,0,100
North Lake,1310008,0,0,0,0,0,0,0,91.3
Canterbury,1310011,0,0,0,0,0,0,0,99
Canterbury,1310012,0,0,0,0,0,0,0,100
Meductic,1310013,0,0,0,0,0,0,0,93.5
Dumfries,1310014,4.8,4.8,0,3.6,0,0,0,95.2
Prince William,1310016,1.9,1.9,1.4,0,0,0,0,98.6
Hanwell,1310017,1.9,1.7,1.4,0.3,0,0,0.2,98.1
Kingsclear,1310018,1.6,1.4,1.4,0,0,0,0,98.2
Kingsclear 6,1310019,92.3,89.4,88.5,0,0,0,2.9,7.7
Queensbury,1310021,3.6,3.2,0.8,2.4,0,0,0,96.4
Southampton,1310024,3.4,3.4,0,3,0,0,0,96.6
Millville,1310025,0,0,0,0,0,0,0,100
Bright,1310026,2.1,2.1,0.9,1.2,0,0,0,97.9
Douglas,1310028,3.2,2.9,2.3,0.6,0,0.2,0.2,96.8
Saint Marys,1310031,5.4,4.2,3.1,1.3,0,0,0.6,94.6
Fredericton,1310032,3.5,3.3,2.5,0.7,0.2,0,0.1,96.5
Devon 30,1310034,83.6,83.6,83.2,0,0,0,0.9,16.8
Stanley,1310036,7.3,6.3,4.2,2.1,0,0,0,92.2
Stanley,1310037,6.2,6.2,6.2,0,0,0,0,93.8
Nackawic,1310054,3.6,3.6,3.1,0,0,0,0,96.4
Richmond,1311001,1.7,1.7,1.7,0,0,0,0,98.6
Woodstock,1311004,5.7,5.7,3.9,1.4,0,0,0,94.5
Woodstock 23,1311005,79.3,77,77,2.3,0,0,2.3,21.8
Woodstock,1311006,3.7,3.6,2.2,1,0,0,0.2,96.3
Northampton,1311008,1.9,1.9,1.6,0,0,0,0,98.4
Brighton,1311011,4.1,4.1,3.5,0.6,0,0,0,95.9
Hartland,1311012,1.7,0,0,0,0,0,1.2,98.3
Wakefield,1311014,2.6,2.2,1.5,0.7,0,0,0.4,97.6
Wilmot,1311018,3.4,3.4,2.5,0,0,0,0,97
Centreville,1311019,0,0,0,0,0,0,0,100
Simonds,1311021,0,0,0,0,0,0,0,100
Peel,1311024,3.5,3.1,0.9,1.7,0,0,0,96.9
Aberdeen,1311026,2.9,2.9,2.3,0,0,0,0,97.1
Florenceville-Bristol,1311027,0.6,0,0,0,0,0,0,99
Kent,1311028,1.3,1.3,1.3,0,0,0,0,98.7
Bath,1311030,4.1,4.1,4.1,0,0,0,0,94.6
Wicklow,1311031,2.5,2.2,1.3,0,0,0,0.6,97.5
Andover,1312001,3.3,3.3,0,2.8,0,0,0,96.1
Aroostook,1312002,0,0,0,0,0,0,0,98.3
Perth,1312004,5.8,5.3,2.4,2.9,0,0,0,94.2
Perth-Andover,1312006,6,6,5.4,0.7,0,0,0,94
Tobique 20,1312007,89.8,88.4,88.4,0,0,0,1.4,10.2
Gordon,1312008,2.6,2.6,1.9,0,0,0,0,97.4
Plaster Rock,1312009,3.2,3.2,0,2.7,0,0,0,97.3
Lorne,1312011,0,0,0,0,0,0,0,100
Denmark,1312014,6.7,6.7,3.2,3.2,0,0,0,93.3
Grand Falls,1312016,2.3,2.3,0.9,0.9,0,0,0,97.7
Grand Falls,1312019,4,3.9,2.2,1.9,0,0,0,96
Drummond,1312021,6,6,3.6,2.4,0,0,0,94.2
Drummond,1312023,2.8,2.1,0,1.4,0,0,0,97.9
Saint-André,1313002,3.6,3.1,0.8,2.2,0,0,0,96.4
Saint-Léonard,1313004,1.2,1.2,0,1.2,0,0,0,99.4
Saint-Léonard,1313006,3.2,3.2,2,1.2,0,0,0,96.8
Notre-Dame-de-Lourdes,1313008,0,0,0,0,0,0,0,100
Sainte-Anne,1313011,2.2,1.6,0,0,0,0,0,97.8
Sainte-Anne-de-Madawaska,1313012,2.4,2.4,0,2.4,0,0,0,97.6
Rivière-Verte,1313014,2.7,2.7,0,2.7,0,0,0,97.3
Rivière-Verte,1313015,0,0,0,0,0,0,0,99.3
Saint-Basile,1313018,0,0,0,0,0,0,0,99.3
St. Basile 10,1313020,54.2,48.6,47.2,0,0,0,5.6,47.2
Saint-Joseph,1313022,1,1,0.7,0.7,0,0,0,99
Saint-Jacques,1313024,2.1,1.8,0.6,1.5,0,0,0,97.6
Edmundston,1313027,2.5,2.3,1.3,1,0,0,0.2,97.5
Madawaska,1313028,,,,,,,,
Haut-Madawaska,1313031,1.8,1.5,0.6,1,0,0,0.3,98.1
Lac Baker,1313037,4.4,4.4,4.4,0,0,0,0,95.6
Durham,1314001,11,10.5,0,10.5,0,0,0,89
Colborne,1314003,11.1,11.1,6.7,0,0,0,0,93.3
Charlo,1314004,11.3,10.6,4.9,5.3,0,0.7,0,88.7
Balmoral,1314005,20.7,20.7,6.9,5.2,0,0,0,79.3
Balmoral,1314006,7.1,7.1,2.6,4.5,0,0,0,92.9
Dalhousie,1314008,9.7,9.7,4.6,5.1,0,0,0,90.8
Eel River 3,1314010,88.2,85.3,85.3,0,0,0,2.9,13.2
Eel River Crossing,1314011,6.9,6.6,1.7,5,0,0,0,93.1
Addington,1314012,7.9,7.9,5,3.6,0,0,0,91.4
Atholville,1314013,7.5,7.2,2.1,5,0,0,0,92.5
Campbellton,1314014,9.2,8.8,3.5,4.7,0.5,0.2,0.2,90.8
Tide Head,1314015,4.2,3.7,1,3.1,0,0,0,95.3
Eldon,1314016,6.8,6.8,0,5.1,0,0,0,92.3
Dalhousie,1314017,9.2,8.7,3.8,4.7,0,0,0.5,90.8
Kedgwick,1314020,4.3,4.3,0.5,3.8,0,0,0,95.4
Saint-Quentin,1314021,7.6,7.6,4.4,3.2,0,0,0,92.4
Saint-Quentin,1314022,4,3.5,2,1.5,0,0,0,96.3
Belledune,1314025,8.3,8.3,3.4,4.9,0,0,0,92.1
Indian Ranch,1314026,88.5,84.6,84.6,0,0,0,7.7,15.4
Tracadie,1315002,3,2.8,0.9,2,0,0.1,0.1,97
Allardville,1315006,8.8,8.5,2.6,5.7,0,0,0,91.5
Bathurst,1315008,5.1,4.5,2.7,1.9,0,0.2,0.3,94.9
Pabineau 11,1315010,69.2,65.4,61.5,0,0,0,0,34.6
Bathurst,1315011,3.9,3.6,2.1,1.4,0.1,0.1,0.2,96.2
Beresford,1315012,4.8,4.4,2.1,2.3,0,0,0.2,95.3
Pointe-Verte,1315013,4,3.4,1.7,1.7,0,0,0,96
Petit-Rocher,1315014,1.3,1.3,0.5,0,0,0,0,98.7
Beresford,1315015,2.5,2.5,1.2,1.2,0,0,0,97.4
New Bandon,1315016,1.7,1.7,0,1.7,0,0,0,98.3
Saint-Léolin,1315017,0,0,0,0,0,0,0,98.4
Paquetville,1315019,2.3,2.3,0.7,1.6,0,0,0,97.7
Paquetville,1315020,0,0,0,0,0,0,0,99.3
